iter	Passed	Remaining
1498	219759	1246281
1499	219924	1246240
1500	220074	1246113
1501	220207	1245884
1502	220348	1245710
1503	220505	1245621
1504	220678	1245621
1505	220844	1245583
1506	220958	1245257
1507	221106	1245114
1508	221283	1245140
1509	221431	1244999
1510	221576	1244843
1511	221752	1244863
1512	221897	1244707
1513	222095	1244846
1514	222235	1244668
1515	222384	1244530
1516	222534	1244401
1517	222646	1244060
1518	222762	1243747
1519	222885	1243463
1520	223014	1243221
1521	223132	1242915
1522	223287	1242814
1523	223500	1243040
1524	223633	1242818
1525	223793	1242742
1526	223929	1242536
1527	224045	1242219
1528	224168	1241941
1529	224310	1241773
1530	224505	1241890
1531	224627	1241607
1532	224772	1241454
1533	224949	1241476
1534	225080	1241240
1535	225208	1240992
1536	225390	1241039
1537	225537	1240898
1538	225646	1240542
1539	225792	1240393
1540	225936	1240233
1541	226094	1240150
1542	226220	1239885
1543	226396	1239901
1544	226546	1239773
1545	226651	1239398
1546	226778	1239147
1547	226908	1238906
1548	227081	1238903
1549	227232	1238785
1550	227376	1238621
1551	227552	1238638
1552	227678	1238377
1553	227810	1238152
1554	227953	1237987
1555	228093	1237802
1556	228234	1237624
1557	228387	1237512
1558	228554	1237480
1559	228713	1237400
1560	228888	1237406
1561	229036	1237264
1562	229200	1237212
1563	229329	1236972
1564	229486	1236880
1565	229607	1236598
1566	229768	1236528
1567	229879	1236190
1568	230019	1236007
1569	230187	1235973
1570	230345	1235890
1571	230495	1235761
1572	230658	1235699
1573	230824	1235657
1574	230977	1235547
1575	231122	1235388
1576	231262	1235208
1577	231421	1235128
1578	231576	1235027
1579	231728	1234908
1580	231861	1234686
1581	232017	1234588
